geonameid	name	asciiname	alternatenames	latitude	longitude	"feature class"	"feature code"	"country code"	cc2	"admin1 code"	"admin2 code"	"admin3 code"	"admin4 code"	population	elevation	dem	timezone	"modification date"
49518	Republic of Rwanda	Republic of Rwanda	Luanita,Luanitā,Republic of Rwanda,Republika y'u Rwanda,Republika y’u Rwanda,Republique Rwandaise,Republique du Rwanda,Residence du Ruanda,Roanda,Rouanda,Rouanta,Ru-an-ga,Ru-an-ga (Rwanda),Ru-an-đa,Ru-an-đa (Rwanda),Ruanda,Ruanda - Rwanda,Ruandaea,Ruandaen,Ruande,Ruando,Ruandäa,Ruandän,Ruandë,Rubhanda,Ruwanda,Ruwanndaa,Ruwànda,Rwanda,Rwanda nutome,Rwandese Republic,République Rwandaise,République du Rwanda,Résidence du Ruanda,Rúanda,U Rwanda,i-Rwanda,ir-Rwanda,leuwanda,lu an da,lu wang da,prathes rwanda,raoraanda,ravanda,rawanda,ru'anda,ruanda,ruvanda,ruvanta,ruwanda,ruwanda gong he guo,ruwanida,ruyanda,rvanda,rwanda,rwanڈa,rwanڊa,rwnda,rwwanda,rwwanڈa,rwwʼandʻ,rwʼndh,ryvanda,u Rwanda,Ρουάντα,Руанда,Ռուանդա,רואנדה,רוואַנדע,رواندا,روانڈا,روانڊا,روندا,روواندا,روٗوانڈا,رىۋاندا,رۋاندا,रवांडा,रवाण्डा,रूआण्डा,রুয়ান্ডা,ৰোৱাণ্ডা,ਰਵਾਂਡਾ,રવાંડા,ରାୱାଣ୍ଡା,ருவாண்டா,రువాండా,ರುವಾಂಡಾ,റുവാണ്ട,රවනඩාව,රුවන්ඩාව,ประเทศรวันดา,รวันดา,ຣວນດາ,ຣວັນດາ,ར་ཝན་ཌ,ར་ཝན་ཌ།,རུ་ཝན་ཌ,རུ་ཝན་ཌ།,ရဝန်ဒါ,რუანდა,ሩዋንዳ,រវានដា,រវ៉ាន់ដា,ルワンダ,ルワンダ共和国,卢旺达,盧安達,르완다	-2	30	A	PCLI	RW		00				12301939		1354	Africa/Kigali	2021-08-16
49521	Muvogero	Muvogero	Chizinga,Cshisinga,Cyizinga,Kizinga,Muvogero,River Chisinga,Tshinzinga	-1.1294	30.3436	H	STM	RW	UG	00				0		1323	Africa/Kigali	2014-03-05
49524	Muhavura	Muhavura	Mount Muhabura,Mount Muhavura,Muhavura,Volcan Muhabura,Volcan Muhavura	-1.3806	29.6773	T	VLC	RW	UG	00				0	4127	3970	Africa/Kigali	2020-02-25
49525	Vigaga	Vigaga	Kiruruma,Kirurumu,Vigaga	-1.35	29.88333	H	STM	RW	UG	00				0		2217	Africa/Kigali	2014-03-05
49526	Volcan Karisimbi	Volcan Karisimbi	Karisimbi,Karisimbis,Monte Karisimbi,Mount Karisimbi,Mount Karisimbra,Volcan Karisimbi,Карисимби	-1.50778	29.44722	T	VLC	RW	CD,RW	00				0	4510	4302	Africa/Kigali	2020-02-19
49528	Volcan Gahinga	Volcan Gahinga	Gahinga,Mahing,Mgahinga,Volcan Gahinga	-1.3844	29.644	T	VLC	RW	UG					0	3474	3389	Africa/Kampala	2021-08-14
158375	Ravin Kanyonza	Ravin Kanyonza		-1.07482	30.45717	H	RVN	RW	TZ	00				0		1275	Africa/Dar_es_Salaam	2021-08-05
201358	Zivu	Zivu		-2.5551	29.8106	P	PPLL	RW		15	22	2213	221305	0		1582	Africa/Kigali	2016-07-06
201359	Zaza	Zaza	Nsaza,Nzaza,Zaza	-2.16965	30.42621	P	PPL	RW		11	56	5614	561403	0		1425	Africa/Kigali	2016-07-06
201360	Zanzati	Zanzati		-1.8	30.08333	H	STM	RW		13				0		1498	Africa/Kigali	1994-01-04
201361	Yanze	Yanze	Yanxe,Yanza,Yanze	-1.9402	30.0334	H	STM	RW		12				0		1417	Africa/Kigali	2012-01-17
201362	Kuwinka	Kuwinka	Kuwinka,Winka	-2.4876	29.2074	T	MT	RW		14	36	3602	360203	0		2223	Africa/Kigali	2016-07-06
201364	Warufu	Warufu		-1.6452	30.2271	H	STM	RW		13				0		1565	Africa/Kigali	2010-08-22
201365	Île Wahu	Ile Wahu	Ile Iwawa,Ile Waho,Ile Wahu,Île Wahu	-1.92941	29.1463	T	ISL	RW		14				0		1461	Africa/Kigali	2020-06-10
201366	Vumwe	Vumwe	Vumwa,Vumwe,Yumwe	-2.1258	30.4924	P	PPLL	RW		11	56	5612	561201	0		1469	Africa/Kigali	2016-07-06
201367	Uwamabende	Uwamabende		-2.48333	29.41667	H	STM	RW		15				0		2220	Africa/Kigali	2009-07-10
201368	Plaine Urwuya	Plaine Urwuya		-1.8	30.65	T	PLN	RW		11				0		1342	Africa/Kigali	2010-08-22
201369	Urwindi	Urwindi	Uruwindi,Urwindi	-1.4296	30.4926	H	STMI	RW		11				0		1322	Africa/Kigali	2012-01-17
201370	Uruumanza	Uruumanza	Ururumanza,Uruumanza	-2.1541	29.8517	H	STM	RW		15				0		1470	Africa/Kigali	2012-01-17
201371	Urugondo	Urugondo	Urugando,Urugondo	-2.2013	29.844	H	STM	RW		15				0		1497	Africa/Kigali	2012-01-17
201372	Nkungu	Nkungu	Nkungu,Urufunzo-Akagera	-2.0757	30.445	H	STM	RW		11				0		1336	Africa/Kigali	2012-01-17
201373	Urwanda	Urwanda	Uruanda,Urwanda	-2.3408	30.1525	H	STMI	RW		11				0		1350	Africa/Kigali	2012-01-17
201374	Ungu	Ungu		-1.46667	29.53333	L	LCTY	RW		13				0		2438	Africa/Kigali	2010-08-22
201375	Île Udushivire	Ile Udushivire	Ile Udushivire,Île Udushivire	-2.08333	29.26667	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201376	Twinyoni	Twinyoni		-2.68333	29.33333	T	MT	RW		15	23	2310	231005	0		2532	Africa/Kigali	2016-07-06
201377	Tunduti	Tunduti	Tunduti,Tunoluti	-2.2238	30.4678	P	PPLL	RW		11	56	5604	560404	0		1326	Africa/Kigali	2016-07-06
201378	Tunani	Tunani		-2.3495	29.5393	P	PPLL	RW		15	25	2505	250501	0		1829	Africa/Kigali	2016-07-06
201379	Tumba	Tumba		-2.6297	29.738	P	PPL	RW		15	24	2414	241403	0		1773	Africa/Kigali	2016-07-06
201380	Tshyabyavi	Tshyabyavi		-1.41667	29.61667	L	LCTY	RW		13				0		2437	Africa/Kigali	2010-08-22
201381	Tshyabariza	Tshyabariza		-2.06778	29.99472	H	STM	RW		15				0		1347	Africa/Kigali	2010-08-22
201382	Tshungo	Tshungo		-2.06667	29.78333	P	PPLL	RW		15	27	2701	270104	0		1822	Africa/Kigali	2016-07-06
201383	Kibumba	Kibumba	Kibumba,Tshumba	-1.9809	29.76738	L	LCTY	RW		15				0		1743	Africa/Kigali	2012-01-17
201384	Cyonyonyo	Cyonyonyo	Cyonyonyo,Tshonyonyo	-1.8454	29.9907	H	STM	RW		13				0		1616	Africa/Kigali	2012-01-17
201385	Cyobe	Cyobe	Cyobe,Tshobe	-2.13689	29.86953	P	PPLL	RW		15	26	2606	260605	0		1525	Africa/Kigali	2016-07-06
201386	Cyinzovu	Cyinzovu	Cyinzovu,Tshinzovo,Tshinzovu	-2.039	30.5626	P	PPLL	RW		11	54	5403	540302	0		1645	Africa/Kigali	2016-07-06
201387	Kimpondwe	Kimpondwe	Cyimpondwe,Kimpondwe,Tshimpondwe	-1.8609	29.812	H	STM	RW		15				0		1415	Africa/Kigali	2012-04-05
201388	Tshibumba	Tshibumba		-1.45	30.2	H	STM	RW		11				0		1405	Africa/Kigali	2010-08-22
201389	Tshewazimbuzi	Tshewazimbuzi		-2.48333	29.36667	H	STM	RW		15				0		2299	Africa/Kigali	2009-07-10
201390	Cyacika	Cyacika	Cyacika,Tshatshika	-1.8551	29.8851	H	STM	RW		13				0		1447	Africa/Kigali	2012-01-17
201391	Tsharubindi	Tsharubindi		-1.43333	29.55	L	LCTY	RW		13				0		2433	Africa/Kigali	2010-08-22
201392	Tongati	Tongati		-2.18333	29.5	P	PPLL	RW		14	31	3111	311103	0		1816	Africa/Kigali	2016-07-06
201393	Tembero	Tembero		-1.36667	29.71667	L	LCTY	RW		13				0		2250	Africa/Kigali	2010-08-22
201394	Île Tembabagoye	Ile Tembabagoye	Ile Tembabagoye,Ile Tembabagoyi,Île Tembabagoye,Île Tembabagoyi	-2.01389	29.3075	T	ISL	RW		14				0		1461	Africa/Kigali	2012-01-17
201395	Tema	Tema		-2.28333	29.35	L	LCTY	RW		14				0		2430	Africa/Kigali	2009-07-10
201396	Tema	Tema	Tema,Tima	-2.21917	29.36361	P	PPLL	RW		14	31	3113	311301	0		2346	Africa/Kigali	2016-07-06
201397	Chute Taruka	Chute Taruka		-1.46667	29.75	H	FLLS	RW		13				0		2000	Africa/Kigali	2010-08-22
201398	Île Tarera	Ile Tarera	Ile Tarera,Île Tarera	-2.25712	29.16221	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201399	Tangaro	Tangaro		-2.56444	29.18306	H	STM	RW		14				0		1704	Africa/Kigali	2009-04-30
201400	Takwe	Takwe		-2.0372	29.7966	H	STM	RW		15				0		1747	Africa/Kigali	2011-02-07
201401	Takwe	Takwe		-2.0405	29.7809	P	PPL	RW		15	27	2701	270103	0		1777	Africa/Kigali	2016-07-06
201402	Sumu	Sumu		-2.83333	29.36667	H	STM	RW		15				0		1634	Africa/Kigali	2011-07-09
201403	Sovu	Sovu		-2.5567	29.7049	P	PPL	RW		15	24	2402	240204	0		1776	Africa/Kigali	2016-07-06
201404	Songa	Songa		-2.01111	29.61167	H	STM	RW		14				0		1663	Africa/Kigali	2010-08-22
201405	Bizi	Bizi	Bizi,Sizi	-1.6484	30.0809	H	STM	RW		13				0		1886	Africa/Kigali	2012-01-17
201406	Sinabyaye	Sinabyaye	Sinabaye,Sinabyaye,Synabyaye	-1.3918	29.6541	V	FRST	RW		13				0		3064	Africa/Kigali	2012-01-17
201407	Simbi	Simbi		-2.5109	29.6675	P	PPL	RW		15	24	2413	241304	0		1718	Africa/Kigali	2016-07-06
201409	Sogwe	Sogwe	Shyogwe,Sogwe,Songwe	-2.3808	29.7745	P	PPLL	RW		15	24	2405	240502	0		1706	Africa/Kigali	2016-07-06
201410	Shyogwe	Shyogwe		-2.1137	29.7717	P	PPL	RW		15	27	2712	271201	0		1865	Africa/Kigali	2016-07-06
201411	Shyira	Shyira		-1.6752	29.6323	P	PPL	RW		14	34	3412	341204	0		1652	Africa/Kigali	2016-07-06
201412	Shyembe	Shyembe		-2.3295	29.5762	P	PPLL	RW		15	25	2505	250504	0		1665	Africa/Kigali	2016-07-06
201413	Shya	Shya		-2.1508	29.2646	P	PPLL	RW		14				0		1461	Africa/Kigali	2011-02-07
201414	Sholi	Sholi	Sholi,Shori,Shuri	-2.1567	30.2908	P	PPLL	RW		11	56	5611	561102	0		1384	Africa/Kigali	2016-07-06
201415	Shori	Shori		-2	29.9	P	PPLL	RW		15	28	2801	280104	0		1726	Africa/Kigali	2016-07-06
201416	Île Shangwe	Ile Shangwe	Ile Shangwe,Île Shangwe	-2.38111	29.06046	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201417	Shyara	Shyara	Shaboa,Shabua,Shabva,Shabwa,Shyara	-2.5643	29.1859	H	STM	RW		14				0		1682	Africa/Kigali	2012-01-17
201418	Île Shabalole	Ile Shabalole	Ile Shabalole,Île Shabalole	-1.85	30.78333	T	ISL	RW		11				0		1286	Africa/Kigali	2018-12-04
201419	Secoko	Secoko	Secoko,Setshoko	-2.00306	29.62806	H	STM	RW	RW	14				0		1568	Africa/Kigali	2012-01-17
201420	Sekera	Sekera		-2.6563	29.4541	P	PPLL	RW		15	23	2306	230604	0		2168	Africa/Kigali	2016-07-06
201421	Lac Sekana	Lac Sekana	Lac Sekana,Sekana	-1.78001	30.81794	H	LK	RW		11				0		1291	Africa/Kigali	2012-01-17
201422	Chute de la Sebeya	Chute de la Sebeya		-1.7	29.31667	H	FLLS	RW		14				0		1740	Africa/Kigali	2010-08-22
201423	Sebeya	Sebeya		-1.7871	29.3781	H	STM	RW		14				0		2193	Africa/Kigali	2009-03-19
201424	Sebeya	Sebeya		-1.7025	29.2692	H	STM	RW		14				0		1600	Africa/Kigali	2010-08-22
201425	Save	Save	Isavi,Save	-2.5427	29.7711	P	PPL	RW		15	22	2213	221301	0		1766	Africa/Kigali	2016-07-06
201426	Satinsyi	Satinsyi	Sabinskyi,Satenskyi,Satinje,Satinkski,Satinshi,Satinski,Satinskyi,Satinsyi	-1.7541	29.6624	H	STM	RW		14				0		1400	Africa/Kigali	2012-01-17
201427	Île Sasa	Ile Sasa	Ile Sasa,Île Sasa	-2.3293	29.006	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201428	Sanza	Sanza		-2.08202	29.57385	P	PPLL	RW		14	31	3107	310705	0		1795	Africa/Kigali	2016-07-06
201429	Sangaza	Sangaza		-2.1688	30.3756	P	PPL	RW		11	56	5614	561404	0		1415	Africa/Kigali	2016-07-06
201430	Sanja	Sanja	Bugindi,Sandja,Sanja	-1.48333	29.91667	T	MT	RW	UG	13	44	4411	441101	0		2337	Africa/Kigali	2016-07-06
201431	Lac Sake	Lac Sake		-2.2296	30.36	H	LK	RW		11				0		1326	Africa/Kigali	2011-02-07
201432	Sakara	Sakara		-2.1938	30.5527	P	PPL	RW		11	56	5607	560703	0		1636	Africa/Kigali	2016-07-06
201433	Nyirabirande	Nyirabirande	Nyirabirande,Ryirabirande	-1.5171	29.8426	H	STM	RW		13				0		1993	Africa/Kigali	2012-01-17
201434	Rwungo	Rwungo	Rwungo,Rwungu	-2.0124	29.5796	H	STM	RW		14				0		1713	Africa/Kigali	2012-01-17
201435	Rwondo	Rwondo	Congoro,Lwondo,Rwondo	-2.27361	29.44101	H	STM	RW		15				0		1718	Africa/Kigali	2012-01-17
201436	Rwinzovu	Rwinzovu	Rwinzoga,Rwinzoka,Rwinzovu	-2.1102	30.2739	P	PPLL	RW		11	51	5104	510404	0		1504	Africa/Kigali	2016-07-06
201437	Rwinsheke	Rwinsheke		-1.6968	30.4606	P	PPLL	RW		11	54	5406	540602	0		1404	Africa/Kigali	2016-07-06
201438	Rwinkwavu	Rwinkwavu	Rwingwavu,Rwinkavu,Rwinkwavu	-1.944	30.6093	P	PPLL	RW		11	54	5412	541204	0		1370	Africa/Kigali	2016-07-06
201439	Rwinkuba	Rwinkuba	Rwinguba,Rwinkuba	-1.8188	30.5106	P	PPLL	RW		11	54	5401	540104	0		1532	Africa/Kigali	2016-07-06
201440	Baie Rwincanzige	Baie Rwincanzige		-1.46667	29.8	H	BAY	RW		13				0		1860	Africa/Kigali	2010-08-22
201441	Rwimishinya	Rwimishinya		-1.7766	30.4724	P	PPL	RW		11	54	5410	541003	0		1621	Africa/Kigali	2016-07-06
201442	Rwimigunga	Rwimigunga		-1.95	29.95	L	LCTY	RW		15				0		1607	Africa/Kigali	2010-08-22
201443	Rwibana	Rwibana		-1.95833	30.07139	H	STM	RW		12				0		1399	Africa/Kigali	1994-09-07
201444	Baie Rweza	Baie Rweza		-1.86023	30.43282	H	BAY	RW		11				0		1460	Africa/Kigali	2009-10-19
201445	Lac Cyambwe	Lac Cyambwe	Lac Cyambwe,Lac Rwehikama,Lweru Rwehikama	-2.0397	30.7645	H	LK	RW		11				0		1286	Africa/Kigali	2012-01-17
201446	Rwarugaju	Rwarugaju	Rwarugaju,Rwazurasu	-2.04667	30.37111	H	STM	RW		11				0		1378	Africa/Kigali	2012-01-17
201447	Rwaza	Rwaza		-1.5439	29.6862	P	PPLL	RW		13	43	4314	431402	0		1784	Africa/Kigali	2016-07-06
201448	Rwata	Rwata		-1.6073	30.3492	H	WTLD	RW		11				0		1384	Africa/Kigali	2010-08-22
201449	Lac Rwaruhanga	Lac Rwaruhanga		-2.16667	30.25	H	LK	RW		11				0		1329	Africa/Kigali	2011-02-07
201450	Rwanzu	Rwanzu		-1.7509	29.5677	H	STM	RW		14				0		2199	Africa/Kigali	2009-03-13
201451	Lac Rwanyakizinga	Lac Rwanyakizinga	Lac Kizinga,Lac Rwanyakizinga,Lac Rwanyazinga,Lac Rwanye,Rwanye Kizinga	-1.46667	30.66722	H	LK	RW		11				0		1283	Africa/Kigali	2012-01-17
201452	Rwankuba	Rwankuba		-1.74992	29.867	P	PPLL	RW		13	42	4219	421907	0		1609	Africa/Kigali	2016-07-06
201453	Rwankeri	Rwankeri	Rwankeli,Rwanken,Rwankeri,Rwankeri-Gitwa	-1.5842	29.5315	P	PPL	RW		13				0		2254	Africa/Kigali	2012-01-17
201454	Rwaniro	Rwaniro	Gwaniro,Murgwaniro,Mwirwaniro,Rwanira,Rwaniro	-2.4469	29.70689	P	PPLL	RW		15	24	2412	241201	0		1659	Africa/Kigali	2016-07-06
201455	Rwangara	Rwangara		-2.1074	30.0757	P	PPL	RW		11	57	5709	570902	0		1375	Africa/Kigali	2016-07-06
201456	Baie Rwamutware	Baie Rwamutware		-2.15012	30.34175	H	LKX	RW		11				0		1332	Africa/Kigali	2011-02-07
201457	Rwamuhire	Rwamuhire		-1.96667	29.93333	H	STM	RW		15				0		1595	Africa/Kigali	2010-08-22
201458	Lac Rwampanga	Lac Rwampanga	Kampanga,Lac Mpanga,Lac Rwampanga,Lweru Rwampanga	-2.0446	30.8085	H	LK	RW		11				0		1289	Africa/Kigali	2012-01-17
201459	Rwamisambi	Rwamisambi	Rwamisambi,Rwamisamhi	-2.215	29.69639	H	STM	RW	RW	15				0		1626	Africa/Kigali	2012-01-17
201460	Rwamashyongoshyo	Rwamashyongoshyo	Rwamashiongashyo,Rwamashyongoshyo	-1.9329	30.3046	P	PPL	RW		11	51	5102	510203	0		1701	Africa/Kigali	2016-07-06
201461	Rwamasatura	Rwamasatura	Rwamasatura	-1.5922	30.4507	T	HLL	RW		11	53	5304	530405	0	1468	1449	Africa/Kigali	2018-12-04
201462	Rwamakombe	Rwamakombe		-2.0869	30.4814	H	STMI	RW		11				0		1373	Africa/Kigali	2011-02-07
201463	Rwamagana	Rwamagana	Rouamankana,Rvamagana,Rwamagana,Rwanagana,lu wa ma jia na,Ρουαμαγκάνα,Рвамагана,盧瓦馬加納	-1.9487	30.4347	P	PPLA	RW		11	51	5106	510609	47203		1537	Africa/Kigali	2016-07-06
201464	Rwankuba	Rwankuba	Rwakuba,Rwankuba	-1.8393	30.3426	P	PPL	RW		11	53	5309	530903	0		1639	Africa/Kigali	2016-07-06
201465	Rwakaramira	Rwakaramira		-2.51667	29.71667	H	STM	RW		15				0		1635	Africa/Kigali	2009-04-24
201466	Rwakamegeri	Rwakamegeri		-2.79417	29.5825	H	STM	RW		15				0		1771	Africa/Kigali	2009-10-21
201467	Baie Rwakagi	Baie Rwakagi		-2.15966	30.39112	H	LKX	RW		11				0		1332	Africa/Kigali	2011-02-07
201468	Rwagitima	Rwagitima	Rwagitama,Rwagitima	-1.6747	30.407	H	STM	RW		11				0		1378	Africa/Kigali	2012-01-17
201469	Cratère Rwagare	Cratere Rwagare	Cratere Rwagare,Cratère Rwagare,Mont Rwagare	-1.5892	29.356	T	CRTR	RW		14				0		2293	Africa/Kigali	2020-06-10
201470	Rwabuye	Rwabuye		-2.5898	29.754	H	SYSI	RW		15				0		1674	Africa/Kigali	2011-02-07
201471	Rwabashyashya	Rwabashyashya		-1.9619	29.9299	H	STM	RW		15				0		1522	Africa/Kigali	2010-08-22
201472	Rusise	Rusise	Rusise,Rusizi,Ruzizi	-2.3905	29.2196	H	STM	RW		14				0		1765	Africa/Kigali	2012-01-17
201473	Île Ruzi	Ile Ruzi	Ile Ruzi,Île Ruzi	-2.28147	29.1365	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201474	Ruvumu	Ruvumu		-1.52528	29.66583	H	STM	RW		13				0		1658	Africa/Kigali	1995-03-14
201475	Rutsiro	Rutsiro		-1.9147	29.4801	H	STM	RW		14				0		2278	Africa/Kigali	2009-03-19
201477	Rutovu	Rutovu	Rutovu	-2.5279	29.3751	T	HLL	RW		15	25	2509	250901	0		2564	Africa/Kigali	2018-12-04
201478	Rutobwe	Rutobwe	Rutobwe,Rutogbe	-1.97738	29.80008	P	PPL	RW		15	27	2701	270102	0		1774	Africa/Kigali	2016-07-06
201479	Ruhete	Ruhete	Ruheli,Ruhete,Rutete	-1.6533	30.202	H	STM	RW		13				0		1661	Africa/Kigali	2012-01-17
201480	Rutare	Rutare		-1.92494	30.55072	P	PPLL	RW		11	54	5404	540405	0		1590	Africa/Kigali	2016-07-06
201481	Rwabagabo	Rwabagabo	Rutabagu,Rwabagabo	-2.2409	30.6549	H	STMI	RW		11				0		1402	Africa/Kigali	2012-01-17
201482	Rusuli	Rusuli	Muginga,Rusuli,Rusuri	-2.4149	29.7007	H	STM	RW		15				0		1556	Africa/Kigali	2012-01-17
201483	Rusumo	Rusumo	Rusumo,Rusumu	-1.42255	29.81422	H	STM	RW		13				0		1908	Africa/Kigali	2012-01-17
201484	Rusumo Falls	Rusumo Falls	Chutes Rusumo,Chutes de Rusumo,Chutes de Rusumu,Rusumo Falls	-2.3807	30.7821	H	FLLS	RW	TZ	00				0		1313	Africa/Kigali	2014-03-06
201485	Rusumo	Rusumo		-1.5275	29.90806	H	STM	RW		13				0		2057	Africa/Kigali	1995-03-14
201486	Rushoka	Rushoka		-2.16667	29.23333	H	STM	RW		14				0		1487	Africa/Kigali	2010-08-22
201487	Rushenyi	Rushenyi		-1.85	29.75	L	LCTY	RW		15				0		1737	Africa/Kigali	2010-08-22
201488	Marais Rucahabi	Marais Rucahabi	Marais Rucahabi,Rushahabi	-2.1386	30.0389	H	MRSH	RW		11				0		1346	Africa/Kigali	2012-01-17
201489	Rusengesi	Rusengesi	Rusengesi,Rusengeze	-2.1321	29.471	T	MT	RW		14	31	3110	311009	0	2351	2254	Africa/Kigali	2016-07-06
201490	Rusatira	Rusatira	Lusitare,Rusatira	-2.4302	29.773	P	PPL	RW		15	24	2411	241101	0		1733	Africa/Kigali	2016-07-06
201491	Rusagara	Rusagara	Busagara,Rusagara	-2.7118	29.753	P	PPL	RW		15	22	2205	220506	0		1699	Africa/Kigali	2016-07-06
201492	Rorongora	Rorongora		-2.30403	29.47401	H	STM	RW		15				0		1654	Africa/Kigali	2009-07-10
201493	Runyinya	Runyinya	Runyinya,Ruyinya	-2.603	29.6444	P	PPL	RW		15	24	2403	240303	0		1788	Africa/Kigali	2016-07-06
201495	Runukangoma	Runukangoma	Runukangnia,Runukangoma	-2.457	29.6925	H	STM	RW		15				0		1568	Africa/Kigali	2012-01-17
201496	Runoni	Runoni		-1.4567	30.2355	H	WTLD	RW		11				0		1371	Africa/Kigali	1994-01-04
201497	Rungu	Rungu		-1.74083	29.61361	H	STM	RW		14				0		1705	Africa/Kigali	1994-07-26
201498	Rundu	Rundu		-2.0307	30.5205	P	PPLL	RW		11	54	5403	540303	0		1508	Africa/Kigali	2016-07-06
201499	Runda	Runda		-1.9555	29.9445	P	PPL	RW		15	28	2812	281202	0		1701	Africa/Kigali	2016-07-06
201500	Runazi	Runazi		-2.2689	29.2222	H	STM	RW		14				0		1531	Africa/Kigali	2009-05-05
201501	Lac Rumira	Lac Rumira	Lac Lumila,Lac Rumira	-2.185	30.2361	H	LK	RW		11				0		1328	Africa/Kigali	2012-01-17
201502	Rumanika	Rumanika		-1.9	29.75	L	LCTY	RW		15				0		1580	Africa/Kigali	2010-08-22
201503	Rulindo	Rulindo		-1.721	29.9236	P	PPL	RW		13	41	4103	410301	0		1883	Africa/Kigali	2016-07-06
201504	Ruli	Ruli		-2.086	29.7763	P	PPL	RW		15	27	2712	271204	0		1876	Africa/Kigali	2016-07-06
201506	Rurenga	Rurenga	Rulenga,Rurenga	-2.5886	29.1487	H	STM	RW		14				0		1380	Africa/Kigali	2012-01-17
201507	Rukoma	Rukoma	Lukoma,Rukoma	-2.1983	30.3785	P	PPLL	RW		11	56	5613	561304	0		1367	Africa/Kigali	2016-07-06
201508	Rukoma	Rukoma		-1.98333	30.5	L	LCTY	RW		11				0		1552	Africa/Kigali	2009-10-19
201509	Rukoko	Rukoko	Lukoko,Lukolo,Rukoko	-2.0567	29.5225	P	PPL	RW		14	32	3206	320606	0		2143	Africa/Kigali	2016-07-06
201510	Rukira	Rukira	Lukira,Rukira	-2.1931	30.5895	P	PPL	RW		11	56	5610	561001	0		1608	Africa/Kigali	2016-07-06
201511	Rukira	Rukira		-2.15333	30.61139	P	PPL	RW		11	56	5610	561004	0		1635	Africa/Kigali	2016-07-06
201512	Rukeri	Rukeri	Rukeri,Rukezi	-1.6499	29.9196	H	STM	RW		13				0		1763	Africa/Kigali	2012-01-17
201513	Ruhungamiaga	Ruhungamiaga		-2.05	29.66667	P	PPLL	RW		15	27	2709	270901	0		1698	Africa/Kigali	2016-07-06
201514	Ruhosha	Ruhosha		-2.0393	30.196	H	WTLD	RW		12				0		1361	Africa/Kigali	2011-02-07
201515	Lac Ruhondo	Lac Ruhondo	Lac Luhondo,Lac Ruhonda,Lac Ruhondo,Lake Ruhondo	-1.48627	29.74901	H	LK	RW		13				0		1757	Africa/Kigali	2020-11-01
201516	Ruhira	Ruhira		-2.08333	29.78333	P	PPLL	RW		15	27	2712	271204	0		1875	Africa/Kigali	2016-07-06
201517	Ruhinga II	Ruhinga II	Ruhinga,Ruhinga II	-1.6323	29.7556	P	PPL	RW		13	42	4209	420904	0		2006	Africa/Kigali	2016-07-06
201518	Ruhinga	Ruhinga		-1.43333	29.55	L	LCTY	RW		13				0		2433	Africa/Kigali	2010-08-22
201519	Ruhengeri Province	Ruhengeri Province	Prefecture de Ruhengeri,Prefegitura ya Ruhengeri,Préfecture de Ruhengeri,Ruhengeri	-1.58333	29.66667	A	ADM1H	RW		13				953193		1811	Africa/Kigali	2012-08-07
201520	Ruhengeri	Ruhengeri		-1.62917	29.63472	H	STM	RW		13				0		1477	Africa/Kigali	1995-03-14
201521	Musanze	Musanze	Musanze,RHG,Ruhengeri,Ruhengeris,Rukhengeri,Рухенгери	-1.49984	29.63497	P	PPL	RW		13	43	4302	430206	86685		1849	Africa/Kigali	2016-07-06
201522	Ruhashya	Ruhashya		-2.4769	29.7289	P	PPLL	RW		15	24	2410	241007	0		1665	Africa/Kigali	2016-07-06
201523	Ruhare	Ruhare		-2.26667	29.63333	L	LCTY	RW		15				0		1764	Africa/Kigali	2009-07-31
201524	Ruhango	Ruhango	Ruhango	-2.2246	29.79088	P	PPLL	RW		15	26	2609	260904	0		1703	Africa/Kigali	2016-07-06
201525	Ruhanga	Ruhanga		-1.7485	29.5228	H	STM	RW		14				0		2251	Africa/Kigali	1995-03-14
201526	Ruhanga	Ruhanga		-1.4525	29.8418	P	PPLL	RW		13	44	4416	441603	0		2175	Africa/Kigali	2016-07-06
201527	Ruhakaniro	Ruhakaniro		-1.78333	29.48333	H	STM	RW		14				0		2521	Africa/Kigali	2009-03-19
201528	Rugoligondi	Rugoligondi	Rugoligondi,Rugorigonde	-2.1296	30.6034	P	PPLL	RW		11	56	5610	561002	0		1500	Africa/Kigali	2016-07-06
201529	Rugoma	Rugoma	Rugoma	-1.893	29.8767	H	STM	RW		15				0		1573	Africa/Kigali	2012-04-05
201530	Rugogwe	Rugogwe		-2.2044	29.7252	P	PPL	RW		15	26	2601	260105	0		1771	Africa/Kigali	2016-07-06
201531	Rugezi	Rugezi	Lugeri,Lugezi,Rugezi,Rusumo	-1.42472	29.81139	H	STM	RW	RW	13				0		1867	Africa/Kigali	2012-01-17
201532	Rugeyo	Rugeyo		-2.1948	30.0408	P	PPLL	RW		11	57	5706	570602	0		1541	Africa/Kigali	2016-07-06
201533	Rugeramigozi	Rugeramigozi		-2.1099	29.7251	H	STM	RW		15				0		1808	Africa/Kigali	2011-02-07
