geonameid	name	asciiname	alternatenames	latitude	longitude	"feature class"	"feature code"	"country code"	cc2	"admin1 code"	"admin2 code"	"admin3 code"	"admin4 code"	population	elevation	dem	timezone	"modification date"
7660122	Kabuyenzi	Kabuyenzi		-2.1514	29.5337	P	PPL	RW		14	31	3106	310602	0		1655	Africa/Kigali	2016-07-06
7660123	Kubutare	Kubutare		-2.1552	29.6699	P	PPLL	RW		15	26	2607	260705	0		1700	Africa/Kigali	2016-07-06
7660124	Nyabisambu	Nyabisambu		-2.1539	29.6791	P	PPLL	RW		15	26	2607	260705	0		1747	Africa/Kigali	2016-07-06
7660125	Nyabushi	Nyabushi		-2.1546	29.7152	P	PPLL	RW		15	26	2602	260207	0		1922	Africa/Kigali	2016-07-06
7660126	Kugali	Kugali		-2.1556	29.5986	P	PPLL	RW		15				0		1582	Africa/Kigali	2011-02-08
7660127	Nyarutovu	Nyarutovu		-2.156	29.7226	P	PPLL	RW		15	26	2602	260201	0		1846	Africa/Kigali	2016-07-06
7660128	Gisuma	Gisuma		-2.1578	29.6056	H	STM	RW		15				0		1535	Africa/Kigali	2011-02-08
7660129	Nkuliza	Nkuliza		-2.158	29.7032	H	STMI	RW		15				0		1740	Africa/Kigali	2011-02-08
7660130	Nyamugali	Nyamugali		-2.15889	29.59972	P	PPLL	RW		14	31	3106	310605	0		1637	Africa/Kigali	2016-07-06
7660131	Tubindi	Tubindi		-2.156	29.6544	P	PPLL	RW		15	26	2605	260504	0		1649	Africa/Kigali	2016-07-06
7660132	Gaseke	Gaseke		-2.1563	29.7056	P	PPLL	RW		15	26	2607	260708	0		1818	Africa/Kigali	2016-07-06
7660133	Nyarusange	Nyarusange		-2.1579	29.5193	P	PPLL	RW		14	31	3102	310205	0		1815	Africa/Kigali	2016-07-06
7660134	Nyarucyamo	Nyarucyamo	Nyaracyamo,Nyarucyamo	-2.1613	29.6663	H	STMI	RW		15				0		1580	Africa/Kigali	2012-01-21
7660135	Nyabisiga	Nyabisiga		-2.1592	29.5023	P	PPLL	RW		14	31	3111	311108	0		1773	Africa/Kigali	2016-07-06
7660136	Kabaya	Kabaya		-2.1592	29.583	P	PPLL	RW		14	31	3106	310601	0		1628	Africa/Kigali	2016-07-06
7660137	Gahama	Gahama	Gabama,Gahama	-2.1636	29.7344	H	STMI	RW		15				0		1738	Africa/Kigali	2012-01-21
7660138	Rufuha	Rufuha	Rufuha,Rufuma	-2.1634	29.7494	H	STMI	RW		15				0		1777	Africa/Kigali	2012-01-21
7660139	Gahororo	Gahororo		-2.1613	29.5823	P	PPLL	RW		14	31	3106	310601	0		1633	Africa/Kigali	2016-07-06
7660140	Remera	Remera		-2.1613	29.6292	P	PPLL	RW		15	26	2605	260502	0		1820	Africa/Kigali	2016-07-06
7660141	Nyirasare	Nyirasare		-2.1683	29.6979	H	STM	RW		15				0		1689	Africa/Kigali	2011-02-08
7660142	Buhoro	Buhoro		-2.1622	29.6771	P	PPLL	RW		15	26	2607	260705	0		1683	Africa/Kigali	2016-07-06
7660143	Kigarama	Kigarama		-2.1601	29.6961	P	PPLL	RW		15	26	2607	260701	0		1754	Africa/Kigali	2016-07-06
7660144	Kamusenyi	Kamusenyi		-2.159	29.7328	P	PPL	RW		15	26	2602	260201	0		1766	Africa/Kigali	2016-07-06
7660145	Nganzo	Nganzo		-2.1617	29.5635	P	PPL	RW		14	31	3106	310602	0		1588	Africa/Kigali	2016-07-06
7660146	Kananira	Kananira		-2.1637	29.5677	P	PPLL	RW		14	31	3106	310602	0		1620	Africa/Kigali	2016-07-06
7660147	Saruheshyi	Saruheshyi		-2.164	29.7231	P	PPLL	RW		15	26	2602	260201	0		1902	Africa/Kigali	2016-07-06
7660148	Rubona	Rubona		-2.1651	29.6128	P	PPLL	RW		15	26	2605	260502	0		1695	Africa/Kigali	2016-07-06
7660149	Mwendo	Mwendo		-2.1636	29.6933	P	PPLL	RW		15	26	2607	260701	0		1771	Africa/Kigali	2016-07-06
7660150	Muramba	Muramba		-2.1645	29.5442	P	PPLL	RW		14	31	3106	310603	0		1628	Africa/Kigali	2016-07-06
7660151	Gahororo	Gahororo	Gahorora,Gahororo	-2.1604	29.5887	H	STM	RW		14				0		1586	Africa/Kigali	2012-01-21
7660152	Gitwa	Gitwa		-2.1645	29.602	P	PPLL	RW		14	31	3106	310605	0		1554	Africa/Kigali	2016-07-06
7660153	Nyarutovu	Nyarutovu		-2.1646	29.635	P	PPLL	RW		15	26	2605	260502	0		1913	Africa/Kigali	2016-07-06
7660154	Gatare	Gatare		-2.1851	29.6919	H	STM	RW		15				0		1621	Africa/Kigali	2011-02-08
7660155	Gaseke	Gaseke		-2.1647	29.6993	H	STM	RW		15				0		1749	Africa/Kigali	2011-02-08
7660156	Gakomeye	Gakomeye		-2.1661	29.7416	P	PPLL	RW		15	26	2602	260201	0		1786	Africa/Kigali	2016-07-06
7660157	Nyaboshya	Nyaboshya		-2.1616	29.6524	H	STM	RW		15				0		1581	Africa/Kigali	2011-02-08
7660158	Kakilinda	Kakilinda		-2.1686	29.5457	P	PPLL	RW		14	31	3106	310603	0		1660	Africa/Kigali	2016-07-06
7660159	Nyamutogota	Nyamutogota		-2.169	29.6734	H	STMI	RW		15				0		1572	Africa/Kigali	2011-02-08
7660160	Giticyuma	Giticyuma		-2.1681	29.7036	P	PPLL	RW		15	26	2607	260708	0		1708	Africa/Kigali	2016-07-06
7660161	Karambo	Karambo		-2.1672	29.5814	P	PPLL	RW		14	31	3106	310604	0		1620	Africa/Kigali	2016-07-06
7660162	Nyakiliba	Nyakiliba		-2.1681	29.6981	H	STMI	RW		15				0		1693	Africa/Kigali	2011-02-08
7660163	Nkoto	Nkoto		-2.17141	29.52935	P	PPLL	RW		14	31	3106	310602	0		1859	Africa/Kigali	2016-07-06
7660164	Gakoma	Gakoma		-2.1703	29.5482	P	PPLL	RW		14	31	3106	310603	0		1657	Africa/Kigali	2016-07-06
7660165	Kigandaro	Kigandaro		-2.1711	29.5625	P	PPLL	RW		14	31	3106	310604	0		1663	Africa/Kigali	2016-07-06
7660166	Kazibaziba	Kazibaziba		-2.1706	29.6741	H	STM	RW		15				0		1577	Africa/Kigali	2011-02-08
7660167	Kanyonga	Kanyonga		-2.1708	29.5136	P	PPLL	RW		14	31	3102	310205	0		1821	Africa/Kigali	2016-07-06
7660168	Gatare	Gatare		-2.17083	29.73472	H	STM	RW		15				0		1715	Africa/Kigali	2011-02-08
7660169	Kimegeli	Kimegeli	Kimegeli,Kimigeli	-2.1703	29.7199	P	PPLL	RW		15	26	2602	260201	0		1822	Africa/Kigali	2016-07-06
7660170	Nyabiranga	Nyabiranga		-2.1713	29.5367	P	PPL	RW		14	31	3106	310603	0		1761	Africa/Kigali	2016-07-06
7660171	Nyarubumbiro	Nyarubumbiro		-2.1704	29.6666	P	PPLL	RW		15	26	2605	260504	0		1644	Africa/Kigali	2016-07-06
7660172	Gaheke	Gaheke		-2.1724	29.5737	P	PPLL	RW		14	31	3106	310604	0		1644	Africa/Kigali	2016-07-06
7660173	Bagaramantare	Bagaramantare		-2.1727	29.5921	P	PPLL	RW		14	31	3106	310605	0		1735	Africa/Kigali	2016-07-06
7660174	Rutagara	Rutagara		-2.1712	29.6906	P	PPLL	RW		15	26	2607	260701	0		1783	Africa/Kigali	2016-07-06
7660175	Mahembe	Mahembe		-2.1714	29.7495	P	PPLL	RW		15	26	2602	260203	0		1774	Africa/Kigali	2016-07-06
7660176	Kabasaku	Kabasaku		-2.1723	29.5238	P	PPLL	RW		14	31	3102	310205	0		1818	Africa/Kigali	2016-07-06
7660177	Karorero	Karorero		-2.1736	29.6016	P	PPLL	RW		14	31	3106	310605	0		1686	Africa/Kigali	2016-07-06
7660178	Nyarubuye	Nyarubuye		-2.1741	29.6392	P	PPLL	RW		15	26	2605	260504	0		1834	Africa/Kigali	2016-07-06
7660179	Mwerera	Mwerera		-2.1752	29.731	H	STMI	RW		15				0		1719	Africa/Kigali	2011-02-08
7660180	Manyera	Manyera		-2.1756	29.6579	P	PPLL	RW		15	26	2605	260504	0		1647	Africa/Kigali	2016-07-06
7660181	Nyakanabu	Nyakanabu		-2.169	29.6732	H	STM	RW		15				0		1572	Africa/Kigali	2011-02-08
7660182	Gakoma	Gakoma		-2.1729	29.6964	H	STMI	RW		15				0		1700	Africa/Kigali	2011-02-08
7660183	Ruhamagaliro	Ruhamagaliro		-2.1754	29.6878	P	PPLL	RW		15	26	2607	260701	0		1721	Africa/Kigali	2016-07-06
7660184	Gahondo	Gahondo		-2.1852	29.7223	H	STM	RW		15				0		1693	Africa/Kigali	2011-02-08
7660185	Mutwa	Mutwa		-2.1776	29.5616	P	PPLL	RW		14	31	3106	310604	0		1704	Africa/Kigali	2016-07-06
7660186	Gitinda	Gitinda		-2.17013	29.6318	P	PPLL	RW		15	26	2605	260502	0		1960	Africa/Kigali	2016-07-06
7660187	Kibamba	Kibamba		-2.1784	29.5526	P	PPLL	RW		14	31	3106	310603	0		1679	Africa/Kigali	2016-07-06
7660188	Uwimana	Uwimana		-2.1758	29.6428	P	PPLL	RW		15	26	2605	260503	0		1851	Africa/Kigali	2016-07-06
7660189	Nyamigina	Nyamigina		-2.1783	29.679	P	PPLL	RW		15	26	2607	260701	0		1639	Africa/Kigali	2016-07-06
7660190	Rwankuba	Rwankuba		-2.1774	29.5255	P	PPLL	RW		14	31	3102	310205	0		1771	Africa/Kigali	2016-07-06
7660191	Gitanga	Gitanga		-2.18	29.7164	T	SLP	RW		15				0		1843	Africa/Kigali	2011-02-08
7660192	Kamatongo	Kamatongo		-2.1777	29.7336	P	PPLL	RW		15	26	2602	260203	0		1709	Africa/Kigali	2016-07-06
7660193	Gakongoro	Gakongoro		-2.18639	29.68861	H	STM	RW		15				0		1647	Africa/Kigali	2011-02-08
7660194	Ruseke	Ruseke		-2.182	29.7381	H	STM	RW		15				0		1723	Africa/Kigali	2011-02-08
7660195	Kamasambu	Kamasambu		-2.1815	29.5668	P	PPLL	RW		14	31	3106	310604	0		1759	Africa/Kigali	2016-07-06
7660196	Nyamagana	Nyamagana		-2.18464	29.60567	P	PPLL	RW		15				0		1512	Africa/Kigali	2011-02-08
7660197	Kabucuzi	Kabucuzi		-2.1799	29.6698	P	PPLL	RW		15	26	2605	260506	0		1669	Africa/Kigali	2016-07-06
7660198	Rukina	Rukina		-2.1819	29.6676	P	PPLL	RW		15	26	2605	260506	0		1692	Africa/Kigali	2016-07-06
7660199	Nyakabanda	Nyakabanda		-2.18088	29.7022	P	PPLL	RW		15	26	2607	260708	0		1774	Africa/Kigali	2016-07-06
7660200	Nyarusange	Nyarusange		-2.1808	29.5457	P	PPLL	RW		14	31	3106	310603	0		1859	Africa/Kigali	2016-07-06
7660201	Nyabikongi	Nyabikongi		-2.182	29.7334	H	STM	RW		15				0		1719	Africa/Kigali	2011-02-08
7660202	Kavumu	Kavumu		-2.1803	29.7462	P	PPLL	RW		15	26	2602	260203	0		1714	Africa/Kigali	2016-07-06
7660203	Murondwe	Murondwe		-2.1835	29.5376	P	PPLL	RW		14	31	3106	310603	0		1746	Africa/Kigali	2016-07-06
7660204	Shyembe	Shyembe		-2.1819	29.5797	P	PPL	RW		14	31	3106	310605	0		1662	Africa/Kigali	2016-07-06
7660205	Nyabitare	Nyabitare		-2.1893	29.6185	H	STM	RW		15				0		1656	Africa/Kigali	2011-02-08
7660206	Rwingwe	Rwingwe		-2.1861	29.6979	P	PPLL	RW		15	26	2607	260708	0		1657	Africa/Kigali	2016-07-06
7660207	Nyagisozi	Nyagisozi		-2.1866	29.5134	P	PPLL	RW		14	31	3102	310205	0		1860	Africa/Kigali	2016-07-06
7660208	Kigoma	Kigoma		-2.1839	29.5189	P	PPLL	RW		14	31	3102	310203	0		1818	Africa/Kigali	2016-07-06
7660209	Gitwa	Gitwa		-2.1859	29.5578	P	PPLL	RW		14	31	3106	310603	0		1733	Africa/Kigali	2016-07-06
7660210	Munini	Munini		-2.187	29.6563	P	PPLL	RW		15	26	2605	260506	0		1748	Africa/Kigali	2016-07-06
7660211	Kumburu	Kumburu		-2.1862	29.6861	P	PPLL	RW		15	26	2607	260701	0		1691	Africa/Kigali	2016-07-06
7660212	Nyagotovu	Nyagotovu		-2.1872	29.6289	P	PPLL	RW		15	26	2605	260502	0		1761	Africa/Kigali	2016-07-06
7660213	Kabareshya	Kabareshya	Kabareshya	-2.1898	29.6392	T	SPUR	RW		15				0		1804	Africa/Kigali	2018-12-06
7660214	Nyarusave	Nyarusave		-2.187	29.5727	P	PPL	RW		14	31	3106	310605	0		1650	Africa/Kigali	2016-07-06
7660215	Dusenyi	Dusenyi		-2.1907	29.6739	P	PPLL	RW		15	26	2605	260506	0		1655	Africa/Kigali	2016-07-06
7660216	Buha	Buha		-2.1909	29.6909	P	PPLL	RW		15	26	2607	260701	0		1637	Africa/Kigali	2016-07-06
7660217	Kirwa	Kirwa		-2.1911	29.6529	P	PPL	RW		15	26	2605	260503	0		1842	Africa/Kigali	2016-07-06
7660218	Nyagitongwe	Nyagitongwe		-2.19116	29.71419	P	PPLL	RW		15	26	2601	260105	0		1655	Africa/Kigali	2016-07-06
7660219	Kinyovu	Kinyovu		-2.1922	29.5046	P	PPLL	RW		14	31	3111	311103	0		1821	Africa/Kigali	2016-07-06
7660220	Ruyogoro	Ruyogoro		-2.1932	29.6073	P	PPLL	RW		15	26	2603	260303	0		1653	Africa/Kigali	2016-07-06
7660221	Kabilizi	Kabilizi		-2.1914	29.6643	P	PPLL	RW		15	26	2605	260506	0		1838	Africa/Kigali	2016-07-06
7660222	Nyagakombe	Nyagakombe		-2.1925	29.7253	P	PPLL	RW		15	26	2601	260105	0		1700	Africa/Kigali	2016-07-06
7660223	Rusebeya	Rusebeya		-2.1947	29.6181	P	PPLL	RW		15	26	2603	260306	0		1716	Africa/Kigali	2016-07-06
7660224	Rukeri	Rukeri		-2.1939	29.6489	P	PPLL	RW		15	26	2605	260503	0		1762	Africa/Kigali	2016-07-06
7660225	Nyabivumu	Nyabivumu		-2.1935	29.5198	P	PPLL	RW		14	31	3102	310203	0		1789	Africa/Kigali	2016-07-06
7660226	Munanira	Munanira		-2.20123	29.59997	P	PPLL	RW		15	26	2603	260303	0		1597	Africa/Kigali	2016-07-06
7660227	Kabukonde	Kabukonde		-2.1961	29.6768	H	STM	RW		15				0		1636	Africa/Kigali	2011-02-08
7660228	Rutugururwa	Rutugururwa		-2.1973	29.733	H	STMI	RW		15				0		1690	Africa/Kigali	2011-02-08
7660229	Kumunyinya	Kumunyinya		-2.1967	29.7293	P	PPLL	RW		15	26	2601	260105	0		1722	Africa/Kigali	2016-07-06
7660230	Birenga	Birenga		-2.1978	29.5376	P	PPLL	RW		14	31	3102	310203	0		1694	Africa/Kigali	2016-07-06
7660231	Kivomo	Kivomo		-2.1987	29.6818	P	PPLL	RW		15	26	2601	260103	0		1651	Africa/Kigali	2016-07-06
7660232	Nyarunyinya	Nyarunyinya		-2.198	29.5669	P	PPLL	RW		14	31	3106	310604	0		1649	Africa/Kigali	2016-07-06
7660233	Muyange	Muyange		-2.1977	29.6462	P	PPLL	RW		15	26	2605	260503	0		1698	Africa/Kigali	2016-07-06
7660234	Umulinzi	Umulinzi		-2.1981	29.6541	P	PPLL	RW		15	26	2605	260506	0		1702	Africa/Kigali	2016-07-06
7660235	Gahama	Gahama		-2.199	29.6906	H	STM	RW		15				0		1584	Africa/Kigali	2011-02-08
7660236	Nyagatovu	Nyagatovu	Nyagatove,Nyagatovu	-2.1995	29.7367	H	STM	RW		15				0		1685	Africa/Kigali	2012-01-21
7660237	Nyabyunyu	Nyabyunyu		-2.2029	29.581	P	PPLL	RW		15	26	2603	260305	0		1522	Africa/Kigali	2016-07-06
7660238	Nyamuhe	Nyamuhe		-2.2003	29.6403	H	STM	RW		15				0		1653	Africa/Kigali	2011-02-08
7660239	Nyakabingo	Nyakabingo		-2.2064	29.708	H	STM	RW		15				0		1604	Africa/Kigali	2011-02-08
7660240	Cyunyu	Cyunyu		-2.2004	29.6402	H	STM	RW		15				0		1653	Africa/Kigali	2011-02-08
7660241	Kagina	Kagina		-2.2049	29.6944	H	STMI	RW		15				0		1595	Africa/Kigali	2011-02-08
7660242	Busego	Busego		-2.2033	29.7445	P	PPLL	RW		15	26	2609	260902	0		1684	Africa/Kigali	2016-07-06
7660243	Ngiga	Ngiga		-2.2063	29.736	H	STM	RW		15				0		1661	Africa/Kigali	2011-02-08
7660244	Gihuroro	Gihuroro		-2.2028	29.6914	H	STMI	RW		15				0		1584	Africa/Kigali	2011-02-08
7660245	Kigurube	Kigurube		-2.2044	29.7121	P	PPLL	RW		15	26	2601	260105	0		1670	Africa/Kigali	2016-07-06
7660246	Sheshi	Sheshi		-2.2059	29.6777	P	PPLL	RW		15	26	2601	260103	0		1616	Africa/Kigali	2016-07-06
7660247	Gikombe	Gikombe		-2.2047	29.7002	P	PPLL	RW		15	26	2601	260105	0		1655	Africa/Kigali	2016-07-06
7660248	Ryinyo	Ryinyo		-2.2069	29.7073	H	STM	RW		15				0		1606	Africa/Kigali	2011-02-08
7660249	Biliba	Biliba		-2.2061	29.7362	H	STMI	RW		15				0		1666	Africa/Kigali	2011-02-08
7660250	Nyabitare	Nyabitare		-2.2062	29.5253	P	PPLL	RW		14	31	3102	310203	0		1719	Africa/Kigali	2016-07-06
7660251	Remera	Remera		-2.21017	29.56957	P	PPLL	RW		15	26	2603	260305	0		1702	Africa/Kigali	2016-07-06
7660252	Nyamyunihe	Nyamyunihe		-2.2056	29.6159	H	STMI	RW		15				0		1625	Africa/Kigali	2011-02-08
7660253	Nyakago	Nyakago		-2.2086	29.6621	P	PPL	RW		15	26	2605	260505	0		1722	Africa/Kigali	2016-07-06
7660254	Nyarubuye	Nyarubuye		-2.2066	29.7016	P	PPLL	RW		15	26	2601	260105	0		1687	Africa/Kigali	2016-07-06
7660255	Kabingo	Kabingo		-2.2094	29.5074	P	PPLL	RW		14	31	3111	311102	0		1736	Africa/Kigali	2016-07-06
7660256	Dusenyi	Dusenyi		-2.2072	29.5554	P	PPLL	RW		15	25	2512	251206	0		1598	Africa/Kigali	2016-07-06
7660257	Rwoga	Rwoga		-2.2092	29.6199	P	PPLL	RW		15	26	2603	260306	0		1685	Africa/Kigali	2016-07-06
7660258	Rwinyana	Rwinyana		-2.20576	29.73268	P	PPLL	RW		15	26	2601	260105	0		1669	Africa/Kigali	2016-07-06
7660259	Kahaharare	Kahaharare		-2.2065	29.5955	H	STMI	RW		15				0		1606	Africa/Kigali	2011-02-08
7660260	Kanuka	Kanuka		-2.21	29.66444	H	STMI	RW		15				0		1720	Africa/Kigali	2011-02-08
7660261	Ngarama	Ngarama		-2.2129	29.6796	H	STMI	RW		15				0		1605	Africa/Kigali	2011-02-08
7660262	Kayange	Kayange	Kanyange,Kayange	-2.2078	29.6163	H	STMX	RW		15				0		1627	Africa/Kigali	2012-01-21
7660263	Muremera	Muremera		-2.2111	29.6107	P	PPL	RW		15	26	2603	260303	0		1685	Africa/Kigali	2016-07-06
7660264	Rusizi	Rusizi		-2.2135	29.6542	P	PPLL	RW		15	26	2605	260503	0		1785	Africa/Kigali	2016-07-06
7660265	Runeka	Runeka		-2.2101	29.6642	H	STMI	RW		15				0		1720	Africa/Kigali	2011-02-08
7660266	Rwingwe	Rwingwe		-2.2157	29.6958	P	PPLL	RW		15	26	2601	260103	0		1652	Africa/Kigali	2016-07-06
7660267	Munyinya	Munyinya		-2.215	29.7135	P	PPLL	RW		15	26	2601	260104	0		1693	Africa/Kigali	2016-07-06
7660268	Kabagina	Kabagina		-2.2189	29.7376	H	STMI	RW		15				0		1654	Africa/Kigali	2011-02-08
7660269	Kirwa	Kirwa		-2.2155	29.6142	P	PPLL	RW		15	26	2603	260301	0		1680	Africa/Kigali	2016-07-06
7660270	Kanyinya	Kanyinya		-2.2158	29.636	P	PPLL	RW		15	26	2603	260306	0		1771	Africa/Kigali	2016-07-06
7660271	Nyagisozi	Nyagisozi		-2.2184	29.5363	P	PPL	RW		15	25	2512	251206	0		1642	Africa/Kigali	2016-07-06
7660272	Gasharu	Gasharu		-2.2167	29.6235	P	PPLL	RW		15	26	2603	260306	0		1656	Africa/Kigali	2016-07-06
7660273	Karutsindo	Karutsindo		-2.2181	29.6899	P	PPL	RW		15	26	2601	260103	0		1775	Africa/Kigali	2016-07-06
7660274	Muhindi	Muhindi		-2.2164	29.6987	H	STMI	RW		15				0		1648	Africa/Kigali	2011-02-08
7660275	Nyagatovu	Nyagatovu		-2.2189	29.6041	P	PPLL	RW		15	26	2603	260303	0		1682	Africa/Kigali	2016-07-06
7660276	Gasave	Gasave		-2.222	29.6852	H	STMI	RW		15				0		1634	Africa/Kigali	2011-02-08
7660277	Uwabarashi	Uwabarashi		-2.2204	29.5484	P	PPLL	RW		15	25	2512	251206	0		1680	Africa/Kigali	2016-07-06
7660278	Musekera	Musekera		-2.2204	29.5976	P	PPLL	RW		15	26	2603	260303	0		1722	Africa/Kigali	2016-07-06
7660279	Bweremana	Bweremana		-2.2187	29.6629	P	PPLL	RW		15	26	2605	260505	0		1761	Africa/Kigali	2016-07-06
7660280	Samba	Samba		-2.2187	29.7229	P	PPLL	RW		15	26	2601	260105	0		1701	Africa/Kigali	2016-07-06
7660281	Shamba	Shamba		-2.2194	29.6785	P	PPLL	RW		15	26	2605	260505	0		1661	Africa/Kigali	2016-07-06
7660282	Nyamuko	Nyamuko		-2.2206	29.7061	P	PPLL	RW		15	26	2601	260104	0		1613	Africa/Kigali	2016-07-06
7660283	Kivumu	Kivumu		-2.2225	29.5154	P	PPLL	RW		14	31	3111	311104	0		1711	Africa/Kigali	2016-07-06
7660284	Nzuki	Nzuki		-2.2221	29.6174	P	PPL	RW		15	26	2603	260301	0		1683	Africa/Kigali	2016-07-06
7660285	Rwintizo	Rwintizo		-2.2186	29.7357	H	STMI	RW		15				0		1642	Africa/Kigali	2011-02-08
7660286	Nyabivumu	Nyabivumu		-2.2247	29.5973	P	PPLL	RW		15	26	2603	260305	0		1672	Africa/Kigali	2016-07-06
7660287	Buhunda	Buhunda		-2.2247	29.6698	P	PPLL	RW		15	26	2605	260505	0		1735	Africa/Kigali	2016-07-06
7660288	Nyabitare	Nyabitare		-2.2206	29.7302	H	STMI	RW		15				0		1666	Africa/Kigali	2011-02-08
7660289	Kalima	Kalima		-2.2241	29.6987	P	PPLL	RW		15	26	2601	260103	0		1691	Africa/Kigali	2016-07-06
7660290	Umuvu	Umuvu		-2.2197	29.7183	H	STMI	RW		15				0		1610	Africa/Kigali	2011-02-08
7660291	Ruvugize	Ruvugize		-2.2256	29.7289	P	PPLL	RW		15	26	2601	260102	0		1686	Africa/Kigali	2016-07-06
7660292	Rutengu	Rutengu		-2.2228	29.645	H	STMI	RW		15				0		1702	Africa/Kigali	2011-02-08
7660293	Rwarukora	Rwarukora		-2.2197	29.6816	H	STM	RW		15				0		1614	Africa/Kigali	2011-02-08
7660294	Gasharu	Gasharu		-2.228	29.6906	P	PPLL	RW		15	26	2601	260103	0		1682	Africa/Kigali	2016-07-06
7660295	Nyakigezi	Nyakigezi		-2.2269	29.7089	P	PPLL	RW		15	26	2601	260104	0		1667	Africa/Kigali	2016-07-06
7660296	Kabingo	Kabingo		-2.2286	29.5654	P	PPLL	RW		15	25	2512	251201	0		1640	Africa/Kigali	2016-07-06
7660297	Gakoma	Gakoma	Gakoma,Sakoma	-2.2314	29.5759	H	STMI	RW		15				0		1524	Africa/Kigali	2012-01-21
7660298	Gashirabwoba	Gashirabwoba		-2.2297	29.6755	P	PPLL	RW		15	26	2605	260505	0		1666	Africa/Kigali	2016-07-06
7660299	Rwezamenyo	Rwezamenyo		-2.2295	29.7355	P	PPLL	RW		15	26	2601	260102	0		1687	Africa/Kigali	2016-07-06
7660300	Ruhuga	Ruhuga		-2.2306	29.5411	P	PPLL	RW		15	25	2512	251206	0		1737	Africa/Kigali	2016-07-06
7660301	Munyinya	Munyinya		-2.2296	29.5629	P	PPLL	RW		15	25	2512	251201	0		1662	Africa/Kigali	2016-07-06
7660302	Buhanda	Buhanda		-2.2318	29.6618	P	PPLL	RW		15	26	2601	260101	0		1757	Africa/Kigali	2016-07-06
7660303	Serugeme	Serugeme		-2.2324	29.5815	P	PPLL	RW		15	26	2603	260305	0		1675	Africa/Kigali	2016-07-06
7660304	Bugaramantare	Bugaramantare		-2.2318	29.5996	P	PPLL	RW		15	26	2603	260305	0		1641	Africa/Kigali	2016-07-06
7660305	Nyamishwa	Nyamishwa		-2.2268	29.6189	H	STM	RW		15				0		1644	Africa/Kigali	2011-02-08
7660306	Gitisi	Gitisi		-2.233	29.7479	P	PPLL	RW		15	26	2601	260102	0		1720	Africa/Kigali	2016-07-06
7660307	Nyakibingo	Nyakibingo		-2.2331	29.518	P	PPLL	RW		15	25	2511	251102	0		1549	Africa/Kigali	2016-07-06
7660308	Base	Base		-2.2104	29.6988	H	STM	RW		15				0		1612	Africa/Kigali	2011-02-08
7660309	Mataba	Mataba		-2.2307	29.726	P	PPLL	RW		15	26	2601	260104	0		1685	Africa/Kigali	2016-07-06
7660310	Masoko	Masoko	Maseke,Masoko	-2.2312	29.6493	H	STMI	RW		15				0		1710	Africa/Kigali	2012-01-21
7660311	Rubayi	Rubayi		-2.2358	29.673	H	STMI	RW		15				0		1679	Africa/Kigali	2011-02-08
7660312	Gasuma	Gasuma		-2.2267	29.619	H	STM	RW		15				0		1644	Africa/Kigali	2011-02-08
7660313	Kirwa	Kirwa		-2.2361	29.7411	P	PPLL	RW		15	26	2601	260102	0		1714	Africa/Kigali	2016-07-06
7660314	Nyamaraba	Nyamaraba		-2.2372	29.7459	P	PPLL	RW		15	26	2601	260102	0		1688	Africa/Kigali	2016-07-06
7660315	Gasuta	Gasuta		-2.2355	29.5546	P	PPLL	RW		15	25	2512	251201	0		1737	Africa/Kigali	2016-07-06
7660316	Bugarura	Bugarura		-2.2378	29.5739	P	PPLL	RW		15	25	2512	251201	0		1623	Africa/Kigali	2016-07-06
7660317	Kamuhirwa	Kamuhirwa		-2.236	29.6296	P	PPLL	RW		15	26	2603	260304	0		1692	Africa/Kigali	2016-07-06
7660318	Matyazo	Matyazo		-2.2377	29.5104	P	PPLL	RW		15	25	2511	251105	0		1631	Africa/Kigali	2016-07-06
7660319	Nyakabanda	Nyakabanda		-2.2358	29.7186	P	PPLL	RW		15	26	2601	260104	0		1739	Africa/Kigali	2016-07-06
7660320	Rwavuningoma	Rwavuningoma		-2.2388	29.7014	P	PPLL	RW		15	26	2601	260103	0		1790	Africa/Kigali	2016-07-06
7660321	Kisenge	Kisenge		-2.239	29.5194	P	PPLL	RW		15	25	2511	251102	0		1625	Africa/Kigali	2016-07-06
7660322	Rwonga	Rwonga	Rwonga,Rwonge,Rwongo	-2.2377	29.6518	H	STMI	RW		15				0		1724	Africa/Kigali	2012-01-21
7660323	Rwasegahobe	Rwasegahobe		-2.2401	29.71	H	STMI	RW		15				0		1605	Africa/Kigali	2011-02-08
7660324	Gikarabiro	Gikarabiro		-2.2414	29.6655	P	PPLL	RW		15	26	2601	260101	0		1809	Africa/Kigali	2016-07-06
7660325	Rambyanyana	Rambyanyana		-2.2411	29.6567	P	PPLL	RW		15	26	2603	260302	0		1777	Africa/Kigali	2016-07-06
7660326	Bugufi	Bugufi	Bugufi,Buguti	-2.2405	29.6787	P	PPLL	RW		15	26	2601	260101	0		1702	Africa/Kigali	2016-07-06
7660327	Ntosho	Ntosho		-2.2427	29.7233	P	PPLL	RW		15	26	2601	260104	0		1795	Africa/Kigali	2016-07-06
7660328	Musambagiro	Musambagiro		-2.243	29.589	P	PPLL	RW		15	26	2603	260301	0		1655	Africa/Kigali	2016-07-06
